 49.452379     0.12  11.830    8.40     5.60      1.7    0.0                    
 49.962257     0.34  10.720    8.50     5.60      1.7    0.0                    
 50.474238     0.94   9.690    8.60     5.60      1.7    0.0                    
 50.987748     2.46   8.690    8.70     5.50      1.7    0.0                    
 51.503350     6.08   7.740    8.90     5.60      1.8    0.0                    
 52.021409    14.14   6.840    9.20     5.50      1.8    0.0                    
 52.542393    31.02   6.000    9.40     5.70      1.8    0.0                    
 53.066906    64.10   5.220    9.70     5.30      1.9    0.0                    
 53.595748   124.70   4.480   10.00     5.40      1.8    0.0                    
 54.129999   228.00   3.810   10.20     4.80      2.0    0.0                    
 54.671157   391.80   3.190   10.50     4.80      1.9    0.0                    
 55.221365   631.60   2.620   10.79     4.17      2.1    0.0                    
 55.783800   953.50   2.115   11.10     3.75      2.1    0.0                    
 56.264777   548.90   0.010   16.46     7.74      0.9    0.0                    
 56.363387  1344.00   1.655   11.44     2.97      2.3    0.0                    
 56.968180  1763.00   1.255   11.81     2.12      2.5    0.0                    
 57.612481  2141.00   0.910   12.21     0.94      3.7    0.0                    
 58.323874  2386.00   0.621   12.66    -0.55     -3.1    0.0                    
 58.446589  1457.00   0.079   14.49     5.97      0.8    0.0                    
 59.164204  2404.00   0.386   13.19    -2.44      0.1    0.0                    
 59.590982  2112.00   0.207   13.60     3.44      0.5    0.0                    
 60.306057  2124.00   0.207   13.82    -4.13      0.7    0.0                    
 60.434775  2461.00   0.386   12.97     1.32     -1.0    0.0                    
 61.150558  2504.00   0.621   12.48    -0.36      5.8    0.0                    
 61.800152  2298.00   0.910   12.07    -1.59      2.9    0.0                    
 62.411212  1933.00   1.255   11.71    -2.66      2.3    0.0                    
 62.486253  1517.00   0.078   14.68    -4.77      0.9    0.0                    
 62.997974  1503.00   1.660   11.39    -3.34      2.2    0.0                    
 63.568515  1087.00   2.110   11.08    -4.17      2.0    0.0                    
 64.127764   733.50   2.620   10.78    -4.48      2.0    0.0                    
 64.678900   463.50   3.190   10.50    -5.10      1.8    0.0                    
 65.224067   274.80   3.810   10.20    -5.10      1.9    0.0                    
 65.764769   153.00   4.480   10.00    -5.70      1.8    0.0                    
 66.302088    80.09   5.220    9.70    -5.50      1.8    0.0                    
 66.836827    39.46   6.000    9.40    -5.90      1.7    0.0                    
 67.369595    18.32   6.840    9.20    -5.60      1.8    0.0                    
 67.900862     8.01   7.740    8.90    -5.80      1.7    0.0                    
 68.431001     3.30   8.690    8.70    -5.70      1.7    0.0                    
 68.960306     1.28   9.690    8.60    -5.60      1.7    0.0                    
 69.489021     0.47  10.720    8.50    -5.60      1.7    0.0                    
 70.017342     0.16  11.830    8.40    -5.60      1.7    0.0                    
118.750341   945.00   0.000   15.92    -0.44      0.9    0.0                    
368.498350    67.90   0.020   19.20     0.00      1.0    0.6                    
424.763120   638.00   0.011   19.16     0.00      1.0    0.6                    
487.249370   235.00   0.011   19.20     0.00      1.0    0.6                    
715.393150    99.60   0.089   18.10     0.00      1.0    0.6                    
773.838730   671.00   0.079   18.10     0.00      1.0    0.6                    
834.145330   180.00   0.079   18.10     0.00      1.0    0.6                    
-1.000000000000000000000000000000000000000000000000000000000000000 END O2 LINES 
 22.235080    0.1090  2.143   28.10                                             
 67.803620    0.0011  8.730   29.20                                             
120.127000    0.0007  8.347   28.60                                             
183.310117    2.3000  0.653   29.79                                             
321.225644    0.0464  6.156   22.70                                             
325.152919    1.5400  1.515   28.60                                             
336.187000    0.0010  9.802   28.10                                             
380.197372   11.9000  1.018   29.20                                             
390.134508    0.0044  7.318   20.20                                             
437.346667    0.0637  5.015   14.50                                             
439.150812    0.9210  3.561   17.40                                             
443.018295    0.1940  5.015   15.20                                             
448.001075   10.6000  1.370   25.20                                             
470.888947    0.3300  3.561   19.30                                             
474.689127    1.2800  2.342   21.00                                             
488.491133    0.2530  2.814   26.40                                             
503.568532    0.0374  6.693   12.20                                             
504.482692    0.0125  6.693   12.60                                             
556.936002  510.000   0.114   31.80                                             
620.700807    5.090   2.150   23.60                                             
658.015000    0.274   7.767   31.80                                             
752.033227  250.000   0.336   30.30                                             
841.073593    0.013   8.113   15.00                                             
859.865000    0.133   7.989   30.30                                             
899.407000    0.055   7.845   30.30                                             
902.555000    0.038   8.360   28.00                                             
906.205524    0.183   5.039   24.80                                             
916.171582    8.560   1.369   26.80                                             
970.315022    9.160   1.842   25.40                                             
987.926764  138.000   0.178   30.30                                             
-1.000000000000000000000000000000000000000000000000000000000000000 END H2O LINES
