2018 01 22 22 48 00 2018 01 22 22 54 00 1000 4600
2018 01 22 23 07 00 2018 01 22 23 15 00 1000 4600
2018 01 23 02 11 00 2018 01 23 02 11 20 1000 2500
2018 01 23 02 32 50 2018 01 23 02 34 30 1100 1950
2018 01 24 00 18 30 2018 01 24 00 19 00 1000 3000
2018 01 24 00 25 30 2018 01 24 00 29 00 1000 5000
2018 01 24 00 30 00 2018 01 24 00 36 00 1200 5500
2018 01 24 04 44 50 2018 01 24 04 45 50 1200 3000
2018 01 31 01 03 30 2018 01 31 01 04 30 2000 3700
2018 01 31 01 10 00 2018 01 31 01 10 30 1500 3000
2018 02 05 00 33 00 2018 02 05 00 34 00 800 1500
2018 02 07 21 06 00 2018 02 07 21 28 00 3700 7000
2018 02 17 02 47 00 2018 02 17 02 49 00 1000 2300
2018 02 17 04 32 00 2018 02 17 04 33 00 1500 1950
2018 02 17 04 39 00 2018 02 17 04 39 20 1500 2500
2018 02 18 00 52 00 2018 02 18 00 53 00 1500 2500
2018 02 18 01 16 00 2018 02 18 01 17 30 1500 2500
2018 02 24 02 08 00 2018 02 24 02 08 40 1700 2700
2018 02 24 07 41 00 2018 02 24 07 43 00 1200 2500
2018 02 24 08 08 00 2018 02 24 08 11 30 1500 2200
