2018 01 19 04 28 00 2018 01 19 04 35 30 200 800
2018 01 22 22 49 30 2018 01 22 22 52 30 300 800
2018 01 22 22 58 00 2018 01 22 22 58 20 300 800
2018 01 22 23 08 00 2018 01 22 23 13 00 300 800
2018 01 22 23 22 10 2018 01 22 23 23 30 100 700
2018 01 23 01 09 30 2018 01 23 01 12 30 200 600
2018 01 23 01 34 00 2018 01 23 01 37 00 200 600
2018 01 23 01 57 00 2018 01 23 02 00 00 100 700
2018 01 23 02 06 00 2018 01 23 02 07 35 200 700
2018 01 23 02 33 00 2018 01 23 02 35 00 200 1100
2018 01 24 00 18 00 2018 01 24 00 19 50 400 1000
2018 01 24 00 30 00 2018 01 24 00 36 00 400 1000
2018 01 24 00 30 30 2018 01 24 00 31 40 400 1000
2018 01 24 00 34 00 2018 01 24 00 35 30 400 1000
2018 01 24 00 42 00 2018 01 24 00 56 00 150 650
2018 01 24 04 44 50 2018 01 24 04 47 50 500 1200
2018 01 29 02 29 00 2018 01 29 02 29 30 100 500
2018 01 31 01 10 00 2018 01 31 01 12 00 500 1200
2018 01 31 02 49 00 2018 01 31 02 51 00 400 800
2018 02 03 23 27 30 2018 02 03 23 28 00 400 800
2018 02 05 00 26 30 2018 02 05 00 27 00 500 1200
2018 02 05 00 31 00 2018 02 05 00 35 00 300 800
2018 02 08 00 39 00 2018 02 08 00 40 00 50 300
2018 02 17 02 29 30 2018 02 17 02 30 30 300 1000
2018 02 17 02 34 30 2018 02 17 02 35 00 900 1500
2018 02 17 02 47 00 2018 02 17 02 49 00 500 1000
2018 02 17 04 32 00 2018 02 17 04 33 00 200 750
2018 02 17 05 07 00 2018 02 17 05 08 30 900 1200
2018 02 18 00 51 30 2018 02 18 00 53 30 200 1000
2018 02 18 06 47 00 2018 02 18 06 48 30 200 800
