2018 01 28 23 10 00 2018 01 28 23 20 00 3500 4500
2018 01 29 05 18 00 2018 01 29 05 45 00 3300 4700
2018 02 07 21 04 30 2018 02 07 21 26 00 2000 3600
2018 02 07 21 29 00 2018 02 07 21 35 30 2200 3000
2018 02 17 02 23 00 2018 02 17 02 25 00 1800 2600
2018 02 17 02 37 30 2018 02 17 02 40 30 900 1700
2018 02 17 03 41 50 2018 02 17 03 42 20 200 860
2018 02 17 05 33 30 2018 02 17 05 43 00 2000 2500
2018 02 18 00 28 00 2018 02 18 00 36 00 800 1200
2018 02 24 03 00 30 2018 02 24 03 02 00 700 1700
2018 02 24 07 24 00 2018 02 24 07 34 50 200 1450
