# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,30,06,39,04,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
# ,HCR,1602.23,40.038,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:07:50.509017944  9864.3   88.39  295.79  -53.070    0.165 -163.235  -48.728    0.165 -163.235  -53.070  -48.728  -66.149  -69.203     28.3062     28.4156
2020/11/19_21:07:51.522778034  9864.3   88.39  295.72  -53.079    0.164 -163.711  -48.726    0.164 -163.711  -53.079  -48.726  -66.180  -69.241     28.1795     28.0259
2020/11/19_21:07:52.536537886  9864.3   88.39  295.71  -53.084    0.165 -163.346  -48.738    0.165 -163.346  -53.084  -48.738  -66.038  -69.189     27.8803     27.8754
2020/11/19_21:07:53.550297976  9864.3   88.39  295.69  -53.095    0.166 -163.595  -48.735    0.166 -163.595  -53.095  -48.735  -66.164  -69.253     27.7917     27.7493
2020/11/19_21:07:54.564058065  9864.3   88.39  295.69  -53.111    0.166 -163.426  -48.749    0.166 -163.426  -53.111  -48.749  -66.161  -69.609     27.7146      27.955
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:07:55.577817917  9864.3   88.39  295.69  -53.126    0.164 -163.574  -48.748    0.164 -163.574  -53.126  -48.748  -66.221  -69.169      27.798     28.2473
2020/11/19_21:07:56.591578007  9864.3   88.39  295.69  -53.131    0.165 -163.662  -48.751    0.165 -163.662  -53.131  -48.751  -66.215  -69.194     27.8862     28.2992
2020/11/19_21:07:57.605338097  9864.3   88.39  295.70  -53.139    0.165 -164.006  -48.753    0.165 -164.006  -53.139  -48.753  -66.214  -69.320     27.7613     28.0406
2020/11/19_21:07:58.619097948  9864.3   88.39  295.71  -53.159    0.165 -164.082  -48.756    0.165 -164.082  -53.159  -48.756  -66.181  -69.248     27.8447     27.8694
2020/11/19_21:07:59.632858038  9864.3   88.39  295.71  -53.164    0.165 -163.934  -48.750    0.165 -163.934  -53.164  -48.750  -66.235  -69.456     27.7176     27.8909
2020/11/19_21:08:00.646617889  9864.3   88.39  295.72  -53.176    0.165 -163.860  -48.770    0.165 -163.860  -53.176  -48.770  -66.304  -69.049     27.6924     28.0554
2020/11/19_21:08:01.660377979  9864.3   88.39  295.72  -53.190    0.164 -164.283  -48.762    0.164 -164.283  -53.190  -48.762  -66.356  -69.332     27.5837     28.0693
2020/11/19_21:08:02.674138069  9864.3   88.39  295.75  -53.198    0.165 -164.106  -48.773    0.165 -164.106  -53.198  -48.773  -66.280  -69.235     27.3379     27.7295
2020/11/19_21:08:03.687897921  9864.3   88.39  295.82  -53.215    0.164 -163.782  -48.766    0.164 -163.782  -53.215  -48.766  -66.222  -69.314     27.0899     27.6116
2020/11/19_21:08:04.701658010  9864.3   88.39  295.86  -53.226    0.164 -164.143  -48.778    0.164 -164.143  -53.226  -48.778  -66.306  -69.253      27.457     27.9325
2020/11/19_21:08:05.715418100  9864.3   88.39  295.82  -53.233    0.164 -163.950  -48.786    0.164 -163.950  -53.233  -48.786  -66.285  -69.414      27.714     28.1225
2020/11/19_21:08:06.729177952  9864.3   88.39  295.83  -53.238    0.164 -164.401  -48.784    0.164 -164.401  -53.238  -48.784  -66.377  -69.301     27.7128     28.0463
2020/11/19_21:08:07.742938042  9864.3   88.39  295.82  -53.246    0.165 -164.561  -48.784    0.165 -164.561  -53.246  -48.784  -66.338  -69.455     27.6035     27.9039
2020/11/19_21:08:08.756697893  9864.3   88.40  295.91  -53.262    0.164 -164.498  -48.787    0.164 -164.498  -53.262  -48.787  -66.377  -69.397     27.1465     27.8723
2020/11/19_21:08:09.770457983  9864.3   88.40  295.89  -53.271    0.165 -164.429  -48.793    0.165 -164.429  -53.271  -48.793  -66.431  -69.376     26.7912      27.721
2020/11/19_21:08:10.784218073  9864.3   88.40  295.88  -53.277    0.164 -164.096  -48.794    0.164 -164.096  -53.277  -48.794  -66.396  -69.268     27.0551     27.6551
2020/11/19_21:08:11.797977924  9864.3   88.40  295.89  -53.291    0.163 -164.527  -48.800    0.163 -164.527  -53.291  -48.800  -66.358  -69.378     27.4083     27.5949
2020/11/19_21:08:12.811738014  9864.3   88.40  295.88  -53.303    0.164 -165.021  -48.798    0.164 -165.021  -53.303  -48.798  -66.391  -69.371     27.5915     27.4346
2020/11/19_21:08:13.825498104  9864.3   88.40  295.88  -53.311    0.163 -164.675  -48.813    0.163 -164.675  -53.311  -48.813  -66.425  -69.406     27.7485     27.6082
2020/11/19_21:08:14.839257956  9864.3   88.40  295.89  -53.326    0.164 -165.017  -48.805    0.164 -165.017  -53.326  -48.805  -66.493  -69.572      27.505     27.7296
2020/11/19_21:08:15.853018045  9864.3   88.40  295.90  -53.328    0.164 -164.451  -48.811    0.164 -164.451  -53.328  -48.811  -66.376  -69.575     27.3558     27.8663
2020/11/19_21:08:16.866777897  9864.3   88.40  295.89  -53.334    0.164 -164.661  -48.812    0.164 -164.661  -53.334  -48.812  -66.476  -69.537     27.3093     27.7759
2020/11/19_21:08:17.880537987  9864.3   88.40  295.88  -53.352    0.165 -164.569  -48.811    0.165 -164.569  -53.352  -48.811  -66.480  -69.370     27.3567      27.633
2020/11/19_21:08:18.894298077  9864.3   88.40  295.88  -53.359    0.163 -165.044  -48.813    0.163 -165.044  -53.359  -48.813  -66.458  -69.448     27.4162     27.4492
2020/11/19_21:08:19.908057928  9864.3   88.40  295.88  -53.369    0.162 -164.608  -48.817    0.162 -164.608  -53.369  -48.817  -66.484  -69.379     27.5994     27.4543
2020/11/19_21:08:20.921818018  9864.3   88.40  295.87  -53.380    0.164 -164.979  -48.826    0.164 -164.979  -53.380  -48.826  -66.510  -69.311     27.5893       27.33
2020/11/19_21:08:21.935578108  9864.3   88.40  295.87  -53.397    0.163 -165.363  -48.826    0.163 -165.363  -53.397  -48.826  -66.476  -69.391     27.6934      27.135
2020/11/19_21:08:22.949337959  9864.3   88.40  295.88  -53.397    0.162 -164.860  -48.833    0.162 -164.860  -53.397  -48.833  -66.579  -69.360     27.8834      27.156
2020/11/19_21:08:23.963098049  9864.3   88.40  295.88  -53.409    0.163 -165.727  -48.833    0.163 -165.727  -53.409  -48.833  -66.477  -69.185     27.5658     27.1315
2020/11/19_21:08:24.976857901  9864.3   88.40  295.87  -53.417    0.163 -165.119  -48.841    0.163 -165.119  -53.417  -48.841  -66.536  -69.438     27.2701      27.066
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:08:25.990617990  9864.3   88.40  295.88  -53.422    0.164 -165.203  -48.838    0.164 -165.203  -53.422  -48.838  -66.619  -69.438     27.1243     26.7532
2020/11/19_21:08:27.004378080  9864.3   88.40  295.87  -53.432    0.164 -165.297  -48.834    0.164 -165.297  -53.432  -48.834  -66.634  -69.448     27.0874     26.4426
2020/11/19_21:08:28.018137932  9864.3   88.40  295.87  -53.443    0.162 -165.306  -48.843    0.162 -165.306  -53.443  -48.843  -66.568  -69.476      27.089      26.461
2020/11/19_21:08:29.031898022  9864.3   88.40  295.86  -53.453    0.161 -165.492  -48.852    0.161 -165.492  -53.453  -48.852  -66.586  -69.506     27.3891     26.7665
2020/11/19_21:08:30.045658112  9864.3   88.40  295.86  -53.460    0.162 -165.599  -48.858    0.162 -165.599  -53.460  -48.858  -66.729  -69.379     27.3668     26.8833
2020/11/19_21:08:31.059417963  9864.3   88.40  295.86  -53.468    0.163 -165.563  -48.858    0.163 -165.563  -53.468  -48.858  -66.603  -69.083     27.3924     26.8225
2020/11/19_21:08:32.073178053  9864.3   88.40  295.85  -53.470    0.162 -165.588  -48.850    0.162 -165.588  -53.470  -48.850  -66.654  -69.632      27.483     26.8708
2020/11/19_21:08:33.086937904  9864.3   88.40  295.82  -53.484    0.164 -165.639  -48.860    0.164 -165.639  -53.484  -48.860  -66.648  -69.448     27.2179     26.5066
2020/11/19_21:08:34.100697994  9864.3   88.42  293.97  -53.493    0.162 -165.745  -48.852    0.162 -165.745  -53.493  -48.852  -66.716  -69.391     26.9676     26.3729
2020/11/19_21:08:35.114458084  9864.3   88.40  295.81  -53.500    0.163 -165.232  -48.856    0.163 -165.232  -53.500  -48.856  -66.690  -68.987     26.6393     26.3595
2020/11/19_21:08:36.128217936  9864.3   88.40  295.79  -53.510    0.162 -165.718  -48.860    0.162 -165.718  -53.510  -48.860  -66.694  -69.386     26.5602     26.5284
2020/11/19_21:08:37.141978025  9864.3   88.40  295.78  -53.514    0.162 -166.075  -48.859    0.162 -166.075  -53.514  -48.859  -66.692  -69.335     26.8094     26.6783
2020/11/19_21:08:38.155738115  9864.3   88.40  295.77  -53.521    0.162 -166.086  -48.867    0.162 -166.086  -53.521  -48.867  -66.667  -69.530     26.8877     26.7798
2020/11/19_21:08:39.169497967  9864.3   88.40  295.76  -53.535    0.164 -166.180  -48.867    0.164 -166.180  -53.535  -48.867  -66.724  -69.428     26.7952     26.8306
2020/11/19_21:08:40.183258057  9864.3   88.40  295.75  -53.545    0.162 -166.034  -48.865    0.162 -166.034  -53.545  -48.865  -66.713  -69.499     26.6342     26.7711
2020/11/19_21:08:41.197017908  9864.3   88.40  295.75  -53.553    0.162 -166.169  -48.866    0.162 -166.169  -53.553  -48.866  -66.718  -69.194      26.543       26.79
2020/11/19_21:08:42.210777998  9864.3   88.40  295.74  -53.557    0.162 -165.910  -48.871    0.162 -165.910  -53.557  -48.871  -66.764  -69.668     26.5101     26.7416
2020/11/19_21:08:43.224538088  9864.3   88.40  295.75  -53.570    0.163 -166.497  -48.872    0.163 -166.497  -53.570  -48.872  -66.756  -69.553      26.562      26.634
2020/11/19_21:08:44.238297939  9864.3   88.40  295.76  -53.576    0.162 -166.059  -48.880    0.162 -166.059  -53.576  -48.880  -66.701  -69.552     26.6039     26.4686
2020/11/19_21:08:45.252058029  9864.3   88.39  295.86  -53.584    0.163 -166.292  -48.875    0.163 -166.292  -53.584  -48.875  -66.765  -69.097     26.6742     26.1157
2020/11/19_21:08:46.265818119  9864.3   88.40  295.79  -53.595    0.162 -166.390  -48.881    0.162 -166.390  -53.595  -48.881  -66.760  -69.383      26.872     26.3104
2020/11/19_21:08:47.279577971  9864.3   88.40  295.78  -53.601    0.161 -166.500  -48.886    0.161 -166.500  -53.601  -48.886  -66.715  -69.487     26.8432     26.4774
2020/11/19_21:08:48.293338060  9864.3   88.40  295.78  -53.605    0.162 -166.611  -48.883    0.162 -166.611  -53.605  -48.883  -66.772  -69.487     26.7317     26.6103
2020/11/19_21:08:49.307097912  9864.3   88.40  295.77  -53.620    0.162 -166.592  -48.884    0.162 -166.592  -53.620  -48.884  -66.745  -69.413     26.7814     26.4864
2020/11/19_21:08:50.320858002  9864.3   88.39  295.75  -53.621    0.161 -166.948  -48.887    0.161 -166.948  -53.621  -48.887  -66.786  -69.402       26.65     26.1466
2020/11/19_21:08:51.334618092  9864.3   88.39  295.72  -53.632    0.161 -166.699  -48.880    0.161 -166.699  -53.632  -48.880  -66.822  -69.320     26.2389     25.9394
2020/11/19_21:08:52.348377943  9864.3   88.39  295.72  -53.640    0.161 -167.062  -48.892    0.161 -167.062  -53.640  -48.892  -66.786  -69.539     26.1336     25.9533
2020/11/19_21:08:53.362138033  9864.3   88.39  295.71  -53.650    0.161 -166.960  -48.894    0.161 -166.960  -53.650  -48.894  -66.816  -69.482     26.2413     26.0611
2020/11/19_21:08:54.375897884  9864.3   88.39  295.72  -53.656    0.162 -166.805  -48.894    0.162 -166.805  -53.656  -48.894  -66.825  -69.178     26.3408     26.2343
2020/11/19_21:08:55.389657974  9864.3   88.39  295.72  -53.661    0.161 -166.998  -48.897    0.161 -166.998  -53.661  -48.897  -66.880  -69.544     26.5304     26.2959
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:08:56.403418064  9864.3   88.39  295.71  -53.676    0.162 -166.750  -48.903    0.162 -166.750  -53.676  -48.903  -66.841  -69.537     26.6302     26.2589
2020/11/19_21:08:57.417177916  9864.3   88.39  295.71  -53.679    0.162 -166.792  -48.903    0.162 -166.792  -53.679  -48.903  -66.880  -69.548     26.4463      25.842
2020/11/19_21:08:58.430938005  9864.3   88.39  295.71  -53.685    0.161 -167.224  -48.906    0.161 -167.224  -53.685  -48.906  -66.861  -69.494     26.1833     25.4471
2020/11/19_21:08:59.444698095  9864.3   88.39  295.71  -53.690    0.162 -167.179  -48.906    0.162 -167.179  -53.690  -48.906  -66.931  -69.202     25.9759     25.5534
2020/11/19_21:09:00.458457947  9864.3   88.39  295.82  -53.699    0.161 -167.144  -48.905    0.161 -167.144  -53.699  -48.905  -66.843  -69.536     25.8693     25.7589
2020/11/19_21:09:01.472218037  9864.3   88.39  295.76  -53.708    0.161 -167.295  -48.905    0.161 -167.295  -53.708  -48.905  -66.869  -69.400     26.0168      25.639
2020/11/19_21:09:02.485977888  9864.3   88.39  295.76  -53.719    0.161 -166.973  -48.907    0.161 -166.973  -53.719  -48.907  -66.972  -69.438     26.3224     25.4959
2020/11/19_21:09:03.499737978  9864.3   88.42  293.98  -53.721    0.162 -167.245  -48.899    0.162 -167.245  -53.721  -48.899  -66.915  -69.325     26.3331     25.3619
2020/11/19_21:09:04.513498068  9864.3   88.39  295.74  -53.729    0.160 -167.144  -48.905    0.160 -167.144  -53.729  -48.905  -66.931  -69.574     26.2862     25.6124
2020/11/19_21:09:05.527257919  9864.3   88.39  295.74  -53.737    0.161 -167.261  -48.910    0.161 -167.261  -53.737  -48.910  -67.014  -69.243     26.0714     25.6992
2020/11/19_21:09:06.541018009  9864.3   88.39  295.74  -53.748    0.161 -167.275  -48.916    0.161 -167.275  -53.748  -48.916  -66.928  -69.617     26.2558     25.8734
2020/11/19_21:09:07.554778099  9864.3   88.39  295.75  -53.748    0.160 -166.802  -48.917    0.160 -166.802  -53.748  -48.917  -66.912  -69.322     26.1558      25.716
2020/11/19_21:09:08.568537951  9864.3   88.39  295.75  -53.758    0.162 -167.339  -48.919    0.162 -167.339  -53.758  -48.919  -66.911  -69.422     26.4246     25.8124
2020/11/19_21:09:09.582298040  9864.3   88.39  295.76  -53.770    0.161 -167.219  -48.918    0.161 -167.219  -53.770  -48.918  -66.944  -69.515     26.4895     25.8457
2020/11/19_21:09:10.596057892  9864.3   88.39  295.76  -53.776    0.162 -167.592  -48.927    0.162 -167.592  -53.776  -48.927  -66.960  -68.967     26.3567     25.8244
2020/11/19_21:09:11.609817982  9864.3   88.39  295.75  -53.784    0.160 -167.934  -48.924    0.160 -167.934  -53.784  -48.924  -66.996  -69.592     26.2392     25.6836
2020/11/19_21:09:12.623578072  9864.3   88.39  295.75  -53.791    0.160 -167.539  -48.929    0.160 -167.539  -53.791  -48.929  -67.008  -69.635     26.0469     25.3077
2020/11/19_21:09:13.637337923  9864.3   88.39  295.76  -53.792    0.161 -167.524  -48.923    0.161 -167.524  -53.792  -48.923  -66.981  -69.434     26.0776     25.1531
2020/11/19_21:09:14.651098013  9864.3   88.39  295.77  -53.806    0.161 -168.061  -48.924    0.161 -168.061  -53.806  -48.924  -66.949  -69.434     26.1808     25.1153
2020/11/19_21:09:15.664858103  9864.3   88.39  295.79  -53.817    0.160 -167.510  -48.929    0.160 -167.510  -53.817  -48.929  -67.136  -69.415     26.3483     25.2341
2020/11/19_21:09:16.678617954  9864.3   88.39  295.79  -53.819    0.162 -167.760  -48.929    0.162 -167.760  -53.819  -48.929  -66.978  -69.456     26.5047      25.593
2020/11/19_21:09:17.692378044  9864.3   88.39  295.80  -53.817    0.162 -168.122  -48.925    0.162 -168.122  -53.817  -48.925  -67.041  -69.502     26.4018     25.5891
2020/11/19_21:09:18.706137896  9864.3   88.39  295.83  -53.830    0.160 -167.500  -48.933    0.160 -167.500  -53.830  -48.933  -66.992  -69.249     26.1927      25.523
2020/11/19_21:09:19.719897985  9864.3   88.40  295.79  -53.836    0.160 -167.679  -48.937    0.160 -167.679  -53.836  -48.937  -67.079  -69.569      26.142     25.2702
2020/11/19_21:09:20.733658075  9864.3   88.40  295.79  -53.844    0.160 -167.939  -48.939    0.160 -167.939  -53.844  -48.939  -67.061  -69.467     26.1896     25.1409
2020/11/19_21:09:21.747417927  9864.3   88.40  295.79  -53.851    0.160 -167.998  -48.927    0.160 -167.998  -53.851  -48.927  -67.087  -69.459     26.0906     25.1091
2020/11/19_21:09:22.761178017  9864.3   88.40  295.80  -53.855    0.160 -168.323  -48.937    0.160 -168.323  -53.855  -48.937  -67.014  -69.472     26.0169     25.3869
2020/11/19_21:09:23.774938107  9864.3   88.40  295.80  -53.864    0.161 -168.119  -48.938    0.161 -168.119  -53.864  -48.938  -67.090  -69.252     25.9333     25.3931
2020/11/19_21:09:24.788697958  9864.3   88.39  295.76  -53.867    0.160 -168.160  -48.939    0.160 -168.160  -53.867  -48.939  -67.101  -69.583     26.0746     25.2489
2020/11/19_21:09:25.802458048  9864.3   88.42  294.05  -53.872    0.160 -168.184  -48.934    0.160 -168.184  -53.872  -48.934  -67.205  -69.381     26.2242     25.2667
# end of file
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1   Lag1Hc   Lag1Vc    HLnaTemp    VLnaTemp
2020/11/19_21:09:26.816217899  9864.3   88.39  295.76  -53.877    0.160 -168.272  -48.933    0.160 -168.272  -53.877  -48.933  -67.063  -69.517     26.0999     25.1495
2020/11/19_21:09:27.829977989  9864.3   88.39  295.77  -53.882    0.160 -168.357  -48.942    0.160 -168.357  -53.882  -48.942  -67.133  -69.607     25.9583      25.031
2020/11/19_21:09:28.843738079  9864.3   88.39  295.76  -53.895    0.161 -168.358  -48.946    0.161 -168.358  -53.895  -48.946  -67.137  -69.423     25.6572     24.8737
2020/11/19_21:09:29.857497931  9864.3   88.39  295.75  -53.906    0.160 -168.370  -48.950    0.160 -168.370  -53.906  -48.950  -67.081  -69.678     25.5825     24.7557
2020/11/19_21:09:30.871258020  9864.3   88.39  295.76  -53.911    0.159 -169.017  -48.952    0.159 -169.017  -53.911  -48.952  -67.177  -69.289     25.8192      24.753
2020/11/19_21:09:31.885018110  9864.3   88.39  295.77  -53.912    0.160 -168.363  -48.952    0.160 -168.363  -53.912  -48.952  -67.081  -69.391     25.7554     24.8363
2020/11/19_21:09:32.898777962  9864.3   88.39  295.78  -53.918    0.159 -168.727  -48.949    0.159 -168.727  -53.918  -48.949  -67.217  -69.514     25.5737     24.9907
2020/11/19_21:09:33.912538052  9864.3   88.39  295.77  -53.921    0.160 -168.857  -48.947    0.160 -168.857  -53.921  -48.947  -67.107  -69.502     25.4142     25.2152
2020/11/19_21:09:34.926297903  9864.3   88.39  295.76  -53.926    0.160 -168.715  -48.944    0.160 -168.715  -53.926  -48.944  -67.152  -69.446     25.5448     25.5194
2020/11/19_21:09:35.940057993  9864.3   88.39  295.86  -53.933    0.160 -168.625  -48.954    0.160 -168.625  -53.933  -48.954  -67.195  -69.184     25.9289     25.4424
2020/11/19_21:09:36.953818083  9864.3   88.39  295.77  -53.939    0.160 -168.849  -48.950    0.160 -168.849  -53.939  -48.950  -67.171  -69.503     26.3335     25.3723
2020/11/19_21:09:37.967577934  9864.3   88.39  295.79  -53.946    0.160 -168.681  -48.952    0.160 -168.681  -53.946  -48.952  -67.138  -69.409     26.4235     25.1888
2020/11/19_21:09:38.981338024  9864.3   88.39  295.80  -53.952    0.160 -168.725  -48.954    0.160 -168.725  -53.952  -48.954  -67.153  -69.226     26.0804     24.9578
2020/11/19_21:09:39.995098114  9864.3   88.39  295.79  -53.960    0.160 -168.805  -48.960    0.160 -168.805  -53.960  -48.960  -67.192  -69.489     25.6305     24.8148
