# RUN INFO: year,month,day,hour,min,sec,nSamples,startGate,nGates
# 2020,12,19,00,51,50,10000,100,300
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
# DUAL CHANNEL MODE:
#   Start gate: 100
#   N gates: 300
#   N samples: 10000
# OPS INFO: siteName,radarName,alt,lat,lon,startRange,gateSpacing,scanMode,xmitRcvMode,prfMode,xmitPhaseMode,wavelenCm,beamWidthH,beamWidthV
#,HCR,1609,40.0379,-105.241,-198,19.1867,12,8,1,1,0.317556,0.75,0.72
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:46:58.872421026  9864.3   88.40  295.95  -71.011    0.076   30.791  -72.110    0.076   30.791  -71.011  -72.110     22.3747     19.7685
2020/11/05_19:46:59.886181116  9864.3   88.40  295.94  -71.004    0.074   32.880  -72.107    0.074   32.880  -71.004  -72.107     22.4959     19.8817
2020/11/05_19:47:00.899940968  9864.3   88.40  295.91  -70.990    0.073   34.815  -72.087    0.073   34.815  -70.990  -72.087     22.8067      20.013
2020/11/05_19:47:01.913701057  9864.3   88.40  295.92  -70.987    0.072   35.885  -72.068    0.072   35.885  -70.987  -72.068     23.1364     19.8994
2020/11/05_19:47:02.927460909  9864.3   88.40  295.89  -71.001    0.074   30.755  -72.111    0.074   30.755  -71.001  -72.111     23.1256     19.9082
2020/11/05_19:47:03.941220999  9864.3   88.40  295.89  -70.997    0.075   30.986  -72.101    0.075   30.986  -70.997  -72.101     22.9256     19.8142
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:47:04.954981089  9864.3   88.40  295.89  -71.003    0.076   32.349  -72.093    0.076   32.349  -71.003  -72.093      22.701     19.8426
2020/11/05_19:47:05.968740940  9864.3   88.40  295.90  -71.011    0.074   30.482  -72.127    0.074   30.482  -71.011  -72.127     22.6821     20.0016
2020/11/05_19:47:06.982501030  9864.3   88.40  295.88  -71.000    0.075   33.648  -72.116    0.075   33.648  -71.000  -72.116     22.5901     20.1039
2020/11/05_19:47:07.996260881  9864.3   88.40  295.89  -71.007    0.075   30.585  -72.120    0.075   30.585  -71.007  -72.120     22.8534     20.1826
2020/11/05_19:47:09.010020971  9864.3   88.40  295.84  -71.006    0.075   30.513  -72.097    0.075   30.513  -71.006  -72.097     23.0485      20.207
2020/11/05_19:47:10.023781061  9864.3   88.40  295.83  -71.018    0.079   26.821  -72.106    0.079   26.821  -71.018  -72.106     22.8353     20.2547
2020/11/05_19:47:11.037540913  9864.3   88.40  295.83  -71.008    0.077   29.312  -72.087    0.077   29.312  -71.008  -72.087     22.4042     20.1428
2020/11/05_19:47:12.051301003  9864.3   88.40  295.80  -71.009    0.078   28.955  -72.090    0.078   28.955  -71.009  -72.090     22.0316     19.9648
2020/11/05_19:47:13.065061092  9864.3   88.40  295.81  -71.002    0.076   30.833  -72.090    0.076   30.833  -71.002  -72.090     21.9971      19.739
2020/11/05_19:47:14.078820944  9864.3   88.40  295.81  -71.008    0.076   30.753  -72.096    0.076   30.753  -71.008  -72.096     21.9618     19.8456
2020/11/05_19:47:15.092581034  9864.3   88.40  295.76  -70.995    0.074   33.555  -72.064    0.074   33.555  -70.995  -72.064     21.9596     20.0776
2020/11/05_19:47:16.106340885  9864.3   88.40  295.75  -71.018    0.076   30.311  -72.119    0.076   30.311  -71.018  -72.119     22.0667     20.1833
2020/11/05_19:47:17.120100975  9864.3   88.40  295.75  -71.020    0.075   28.765  -72.136    0.075   28.765  -71.020  -72.136     22.1757     20.1025
2020/11/05_19:47:18.133861065  9864.3   88.40  295.75  -71.005    0.075   31.435  -72.130    0.075   31.435  -71.005  -72.130     22.1552     19.8592
2020/11/05_19:47:19.147620916  9864.3   88.40  295.75  -70.995    0.074   32.222  -72.117    0.074   32.222  -70.995  -72.117     22.2549      19.876
2020/11/05_19:47:20.161381006  9864.3   88.40  295.76  -71.001    0.075   31.945  -72.108    0.075   31.945  -71.001  -72.108     22.2906      20.046
2020/11/05_19:47:21.175141096  9864.3   88.40  295.76  -70.995    0.071   35.348  -72.122    0.071   35.348  -70.995  -72.122     22.3495     19.9976
2020/11/05_19:47:22.188900948  9864.3   88.40  295.71  -70.999    0.073   32.682  -72.134    0.073   32.682  -70.999  -72.134     22.3098     19.8967
2020/11/05_19:47:23.202661037  9864.3   88.41  295.77  -70.993    0.073   32.525  -72.114    0.073   32.525  -70.993  -72.114     22.3604     19.5634
2020/11/05_19:47:24.216420889  9864.3   88.40  295.74  -71.006    0.073   32.242  -72.153    0.073   32.242  -71.006  -72.153     22.3975     19.5855
2020/11/05_19:47:25.230180979  9864.3   88.40  295.73  -70.993    0.074   31.735  -72.099    0.074   31.735  -70.993  -72.099     22.5139     19.6262
2020/11/05_19:47:26.243941069  9864.3   88.40  295.73  -71.009    0.074   31.378  -72.154    0.074   31.378  -71.009  -72.154     22.4359     19.6901
2020/11/05_19:47:27.257700920  9864.3   88.40  295.84  -70.995    0.075   31.175  -72.101    0.075   31.175  -70.995  -72.101     22.3116     19.8501
2020/11/05_19:47:28.271461010  9864.3   88.40  295.74  -70.995    0.074   33.448  -72.105    0.074   33.448  -70.995  -72.105     22.3692     19.9235
2020/11/05_19:47:29.285221100  9864.3   88.40  295.75  -70.993    0.074   34.192  -72.110    0.074   34.192  -70.993  -72.110     22.2878     20.0428
2020/11/05_19:47:30.298980951  9864.3   88.40  295.85  -71.015    0.075   30.440  -72.130    0.075   30.440  -71.015  -72.130     22.1287     19.8531
2020/11/05_19:47:31.312741041  9864.3   88.40  295.79  -71.015    0.075   29.780  -72.134    0.075   29.780  -71.015  -72.134     21.9152      19.657
2020/11/05_19:47:32.326500893  9864.3   88.40  295.78  -71.011    0.073   31.361  -72.148    0.073   31.361  -71.011  -72.148     21.8518     19.7715
2020/11/05_19:47:33.340260983  9864.3   88.40  295.79  -71.010    0.076   30.509  -72.152    0.076   30.509  -71.010  -72.152     21.9186     19.9944
2020/11/05_19:47:34.354021072  9864.3   88.40  295.90  -71.022    0.077   28.614  -72.165    0.077   28.614  -71.022  -72.165     22.0097     19.8649
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:47:35.367780924  9864.3   88.40  295.83  -71.036    0.077   26.352  -72.188    0.077   26.352  -71.036  -72.188     22.1998     19.7853
2020/11/05_19:47:36.381541014  9864.3   88.40  295.83  -71.042    0.077   27.011  -72.179    0.077   27.011  -71.042  -72.179     22.3883      19.747
2020/11/05_19:47:37.395301104  9864.3   88.40  295.83  -71.023    0.075   27.958  -72.158    0.075   27.958  -71.023  -72.158     22.5202     20.0524
2020/11/05_19:47:38.409060955  9864.3   88.40  295.82  -71.036    0.079   25.976  -72.148    0.079   25.976  -71.036  -72.148     22.2306     20.1652
2020/11/05_19:47:39.422821045  9864.3   88.40  295.82  -71.039    0.079   26.512  -72.126    0.079   26.512  -71.039  -72.126     22.2003     20.4757
2020/11/05_19:47:40.436580896  9864.3   88.40  295.81  -71.041    0.080   24.613  -72.133    0.080   24.613  -71.041  -72.133     22.3931     20.5316
2020/11/05_19:47:41.450340986  9864.3   88.40  295.81  -71.033    0.079   26.754  -72.160    0.079   26.754  -71.033  -72.160     22.4425     20.4353
2020/11/05_19:47:42.464101076  9864.3   88.40  295.82  -71.033    0.077   28.791  -72.155    0.077   28.791  -71.033  -72.155     22.3078     20.1669
2020/11/05_19:47:43.477860928  9864.3   88.40  295.83  -71.033    0.076   27.415  -72.189    0.076   27.415  -71.033  -72.189     22.2033     20.0714
2020/11/05_19:47:44.491621017  9864.3   88.40  295.83  -71.033    0.075   28.350  -72.163    0.075   28.350  -71.033  -72.163     22.0987     19.9074
2020/11/05_19:47:45.505381107  9864.3   88.40  295.84  -71.011    0.075   30.756  -72.110    0.075   30.756  -71.011  -72.110     22.1724     19.9956
2020/11/05_19:47:46.519140959  9864.3   88.40  295.83  -71.027    0.077   28.073  -72.132    0.077   28.073  -71.027  -72.132     22.4808     20.2131
2020/11/05_19:47:47.532901049  9864.3   88.40  295.82  -71.015    0.076   29.552  -72.157    0.076   29.552  -71.015  -72.157     22.5799     20.1834
2020/11/05_19:47:48.546660900  9864.3   88.40  295.83  -71.021    0.076   29.606  -72.131    0.076   29.606  -71.021  -72.131     22.5331     20.1528
2020/11/05_19:47:49.560420990  9864.3   88.40  295.82  -71.029    0.076   27.140  -72.112    0.076   27.140  -71.029  -72.112     22.5072     20.3186
2020/11/05_19:47:50.574181080  9864.3   88.40  295.81  -71.020    0.076   29.241  -72.124    0.076   29.241  -71.020  -72.124     22.7584     20.2532
2020/11/05_19:47:51.587940931  9864.3   88.40  295.76  -71.017    0.077   29.356  -72.122    0.077   29.356  -71.017  -72.122     22.8226      20.149
2020/11/05_19:47:52.601701021  9864.3   88.40  295.77  -71.019    0.078   27.298  -72.149    0.078   27.298  -71.019  -72.149     22.6515     20.0124
2020/11/05_19:47:53.615461111  9864.3   88.41  295.82  -71.034    0.077   26.907  -72.155    0.077   26.907  -71.034  -72.155     22.2266     19.8034
2020/11/05_19:47:54.629220963  9864.3   88.40  295.74  -71.023    0.076   30.015  -72.137    0.076   30.015  -71.023  -72.137     22.0573      19.638
2020/11/05_19:47:55.642981052  9864.3   88.40  295.74  -71.033    0.079   26.226  -72.144    0.079   26.226  -71.033  -72.144     22.1532     19.5084
2020/11/05_19:47:56.656740904  9864.3   88.40  295.74  -71.054    0.077   25.776  -72.208    0.077   25.776  -71.054  -72.208     22.1515     19.4331
2020/11/05_19:47:57.670500994  9864.3   88.40  295.75  -71.036    0.078   25.737  -72.188    0.078   25.737  -71.036  -72.188     22.1548     19.7506
2020/11/05_19:47:58.684261084  9864.3   88.40  295.74  -71.050    0.080   24.165  -72.185    0.080   24.165  -71.050  -72.185     22.1193     19.8292
2020/11/05_19:47:59.698020935  9864.3   88.40  295.74  -71.052    0.079   23.488  -72.160    0.079   23.488  -71.052  -72.160     22.1327     19.9878
2020/11/05_19:48:00.711781025  9864.3   88.40  295.75  -71.034    0.077   27.482  -72.139    0.077   27.482  -71.034  -72.139     22.0074     19.6806
2020/11/05_19:48:01.725541115  9864.3   88.41  295.75  -71.021    0.077   29.047  -72.127    0.077   29.047  -71.021  -72.127     22.3736     19.9332
2020/11/05_19:48:02.739300966  9864.3   88.40  295.74  -71.021    0.075   29.521  -72.148    0.075   29.521  -71.021  -72.148     22.5431     20.3515
2020/11/05_19:48:03.753061056  9864.3   88.40  295.74  -71.029    0.076   27.013  -72.171    0.076   27.013  -71.029  -72.171     22.6595      20.397
2020/11/05_19:48:04.766820908  9864.3   88.40  295.74  -71.026    0.076   27.797  -72.164    0.076   27.797  -71.026  -72.164     22.6124     20.3499
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:48:05.780580997  9864.3   88.40  295.72  -71.034    0.077   27.839  -72.190    0.077   27.839  -71.034  -72.190     22.4247     20.2195
2020/11/05_19:48:06.794341087  9864.3   88.40  295.72  -71.020    0.076   28.179  -72.157    0.076   28.179  -71.020  -72.157     22.3014     20.0655
2020/11/05_19:48:07.808100939  9864.3   88.41  295.72  -71.020    0.077   28.001  -72.146    0.077   28.001  -71.020  -72.146     22.4894     20.2124
2020/11/05_19:48:08.821861029  9864.3   88.41  295.71  -71.002    0.074   31.049  -72.134    0.074   31.049  -71.002  -72.134     22.7664     20.2559
2020/11/05_19:48:09.835621119  9864.3   88.40  295.71  -70.992    0.075   33.598  -72.097    0.075   33.598  -70.992  -72.097     22.8102     20.1256
2020/11/05_19:48:10.849380970  9864.3   88.40  295.70  -71.002    0.074   32.898  -72.112    0.074   32.898  -71.002  -72.112      22.448     19.6795
2020/11/05_19:48:11.863141060  9864.3   88.40  295.69  -71.013    0.076   29.761  -72.128    0.076   29.761  -71.013  -72.128     22.2004     19.4438
2020/11/05_19:48:12.876900911  9864.3   88.40  295.69  -71.010    0.077   29.707  -72.129    0.077   29.707  -71.010  -72.129     22.4829     19.7692
2020/11/05_19:48:13.890661001  9864.3   88.41  295.69  -71.015    0.075   30.795  -72.135    0.075   30.795  -71.015  -72.135     22.9438     20.0174
2020/11/05_19:48:14.904421091  9864.3   88.41  295.68  -71.013    0.076   31.091  -72.144    0.076   31.091  -71.013  -72.144     23.0021     20.0673
2020/11/05_19:48:15.918180943  9864.3   88.40  295.66  -71.013    0.075   31.371  -72.148    0.075   31.371  -71.013  -72.148     22.6021     19.9455
2020/11/05_19:48:16.931941032  9864.3   88.40  295.66  -71.015    0.074   32.023  -72.159    0.074   32.023  -71.015  -72.159     22.4964     19.9008
2020/11/05_19:48:17.945700884  9864.3   88.40  295.64  -71.022    0.075   30.111  -72.136    0.075   30.111  -71.022  -72.136     22.8975     20.1586
2020/11/05_19:48:18.959460974  9864.3   88.40  295.57  -71.013    0.076   29.347  -72.137    0.076   29.347  -71.013  -72.137     23.2231     20.3163
2020/11/05_19:48:19.973221064  9864.3   88.40  295.57  -71.004    0.074   32.043  -72.159    0.074   32.043  -71.004  -72.159     23.2199     20.4921
2020/11/05_19:48:20.986980915  9864.3   88.40  295.57  -70.998    0.074   32.885  -72.127    0.074   32.885  -70.998  -72.127     22.8757     20.2568
2020/11/05_19:48:22.000741005  9864.3   88.40  295.48  -71.002    0.075   32.329  -72.127    0.075   32.329  -71.002  -72.127     22.4208     19.9693
2020/11/05_19:48:23.014501095  9864.3   88.40  295.42  -71.005    0.074   33.632  -72.142    0.074   33.632  -71.005  -72.142     22.6361     19.9351
2020/11/05_19:48:24.028260946  9864.3   88.40  295.36  -70.999    0.073   34.238  -72.124    0.073   34.238  -70.999  -72.124      22.654      19.958
2020/11/05_19:48:25.042021036  9864.3   88.40  295.36  -71.006    0.073   31.890  -72.152    0.073   31.890  -71.006  -72.152     22.7346     19.9321
2020/11/05_19:48:26.055780888  9864.3   88.40  295.46  -71.007    0.072   33.026  -72.196    0.072   33.026  -71.007  -72.196     22.3993      19.587
2020/11/05_19:48:27.069540977  9864.3   88.40  295.45  -71.017    0.073   32.265  -72.188    0.073   32.265  -71.017  -72.188     22.0694     19.2616
2020/11/05_19:48:28.083301067  9864.3   88.40  295.45  -70.994    0.072   33.504  -72.167    0.072   33.504  -70.994  -72.167     22.0549     19.3594
2020/11/05_19:48:29.097060919  9864.3   88.40  295.44  -71.011    0.074   31.265  -72.176    0.074   31.265  -71.011  -72.176     22.1217     19.4602
2020/11/05_19:48:30.110821009  9864.3   88.40  295.43  -71.020    0.074   30.579  -72.181    0.074   30.579  -71.020  -72.181       22.19     19.7514
2020/11/05_19:48:31.124581099  9864.3   88.40  295.54  -71.009    0.073   32.375  -72.175    0.073   32.375  -71.009  -72.175     21.9806     19.8263
2020/11/05_19:48:32.138340950  9864.3   88.40  295.70  -71.008    0.070   34.216  -72.220    0.070   34.216  -71.008  -72.220     21.9498     20.0902
2020/11/05_19:48:33.152101040  9864.3   88.40  295.66  -70.986    0.068   38.828  -72.206    0.068   38.828  -70.986  -72.206     21.7573     19.8623
2020/11/05_19:48:34.165860891  9864.3   88.40  295.77  -71.009    0.071   34.317  -72.209    0.071   34.317  -71.009  -72.209     21.7737     19.7314
2020/11/05_19:48:35.179620981  9864.3   88.40  295.76  -71.017    0.074   31.000  -72.203    0.074   31.000  -71.017  -72.203     22.2149     19.7797
# NOTE: end of file encountered
#                  time           prf      el      az       Hc    Hcorr     Harg       Vc    Vcorr     Varg     IFD0     IFD1    HLnaTemp    VLnaTemp
2020/11/05_19:48:36.193381071  9864.3   88.40  295.75  -71.026    0.075   28.596  -72.162    0.075   28.596  -71.026  -72.162     22.7094      20.197
2020/11/05_19:48:37.207140923  9864.3   88.40  295.86  -71.002    0.072   33.581  -72.159    0.072   33.581  -71.002  -72.159     22.7822     20.5114
2020/11/05_19:48:38.220901012  9864.3   88.40  295.85  -70.987    0.072   35.934  -72.148    0.072   35.934  -70.987  -72.148     22.6177     20.4754
2020/11/05_19:48:39.234661102  9864.3   88.40  295.84  -70.984    0.071   37.541  -72.132    0.071   37.541  -70.984  -72.132     22.2542     20.0107
2020/11/05_19:48:40.248420954  9864.3   88.40  295.86  -71.005    0.075   32.038  -72.129    0.075   32.038  -71.005  -72.129     22.2326      19.898
2020/11/05_19:48:41.262181044  9864.3   88.40  295.86  -71.009    0.072   34.867  -72.198    0.072   34.867  -71.009  -72.198     22.2303     19.8412
2020/11/05_19:48:42.275940895  9864.3   88.40  295.86  -70.994    0.071   36.206  -72.181    0.071   36.206  -70.994  -72.181     22.4562     19.7192
2020/11/05_19:48:43.289700985  9864.3   88.40  295.87  -70.986    0.071   37.585  -72.146    0.071   37.585  -70.986  -72.146     22.6512     19.6267
2020/11/05_19:48:44.303461075  9864.3   88.43  295.46  -71.011    0.072   32.574  -72.185    0.072   32.574  -71.011  -72.185     22.8136     19.7103
2020/11/05_19:48:45.317220926  9864.3   88.40  295.87  -71.013    0.072   34.206  -72.185    0.072   34.206  -71.013  -72.185     22.5649     19.6674
2020/11/05_19:48:46.330981016  9864.3   88.40  295.85  -70.994    0.072   36.127  -72.148    0.072   36.127  -70.994  -72.148     22.1247     19.8333
2020/11/05_19:48:47.344741106  9864.3   88.40  295.86  -70.996    0.070   35.023  -72.166    0.070   35.023  -70.996  -72.166     22.1215     19.9878
2020/11/05_19:48:48.358500957  9864.3   88.40  295.85  -70.990    0.070   36.914  -72.171    0.070   36.914  -70.990  -72.171     22.2173     19.9468
2020/11/05_19:48:49.372261047  9864.3   88.40  295.86  -71.005    0.071   34.524  -72.197    0.071   34.524  -71.005  -72.197      22.334     20.1081
2020/11/05_19:48:50.386020899  9864.3   88.40  295.85  -71.005    0.071   35.040  -72.171    0.071   35.040  -71.005  -72.171     22.4038     20.3052
2020/11/05_19:48:51.399780989  9864.3   88.40  295.85  -71.019    0.072   30.857  -72.202    0.072   30.857  -71.019  -72.202     22.6158     20.4208
2020/11/05_19:48:52.413541079  9864.3   88.40  295.92  -71.019    0.075   29.505  -72.155    0.075   29.505  -71.019  -72.155     22.9115      20.129
2020/11/05_19:48:53.427300930  9864.3   88.40  295.83  -71.008    0.075   31.404  -72.155    0.075   31.404  -71.008  -72.155       23.03     19.7984
2020/11/05_19:48:54.441061020  9864.3   88.40  295.85  -70.986    0.072   37.271  -72.126    0.072   37.271  -70.986  -72.126      22.945     19.7454
2020/11/05_19:48:55.454821110  9864.3   88.40  295.84  -71.007    0.073   33.715  -72.162    0.073   33.715  -71.007  -72.162     22.6751     20.0527
2020/11/05_19:48:56.468580961  9864.3   88.40  295.84  -71.004    0.071   34.928  -72.204    0.071   34.928  -71.004  -72.204     22.3906     20.0645
